,freight_value,price,payment_value,payment_installments
40572,14.05,59.9,162.9,8
112316,17.85,298.13,315.98,1
12728,19.48,35.0,108.95,1
81649,11.7,92.9,272.7,8
111766,13.78,68.9,82.68,1
26334,36.9,167.7,306.3,8
57400,7.78,22.4,10.76,1
59302,15.79,15.0,30.79,1
77032,23.08,109.9,132.98,2
5619,13.72,99.9,113.62,1
9023,15.44,180.49,504.47,5
80710,12.79,4.99,17.78,1
56324,18.27,55.49,73.76,2
42357,25.63,25.0,50.63,1
44426,20.4,39.99,56.96,2
61253,11.73,49.99,61.72,1
110543,12.61,44.9,57.51,1
97986,12.48,8.9,106.9,3
66131,18.23,27.9,46.13,4
31538,21.01,118.0,139.01,6
93832,14.43,29.45,43.88,2
93939,42.35,579.99,622.34,10
85441,23.23,62.0,170.46,2
85978,16.79,19.0,35.79,1
102199,23.8,299.0,322.8,4
86302,9.34,21.9,31.24,1
86370,16.11,36.9,53.01,1
107021,14.87,160.0,174.87,1
5359,8.11,29.9,38.01,1
69185,19.91,59.9,319.24,6
38525,8.36,29.0,4.44,1
8703,12.79,14.49,27.28,1
27842,15.41,79.99,95.4,5
21589,8.57,19.99,114.12,8
25140,77.6,139.99,19.06,1
71328,12.01,59.0,71.01,1
135,66.98,179.9,246.88,3
90858,16.93,49.99,172.84,8
73021,26.21,139.9,166.11,1
98255,40.4,529.9,570.3,1
64158,15.04,205.0,220.04,4
99162,17.6,44.99,5.7,1
10869,13.46,53.9,67.36,1
3344,21.39,129.0,150.39,4
66568,18.81,75.0,93.81,1
46444,21.66,166.99,188.65,10
99695,9.34,23.89,33.23,1
56394,13.01,82.0,95.01,2
34053,7.78,19.9,27.68,1
1248,17.82,149.94,167.76,2
29506,27.84,185.99,213.83,4
50781,22.28,49.9,72.18,1
64918,11.85,17.33,29.18,1
59436,7.78,13.7,21.48,1
63824,35.86,104.0,279.72,5
51260,11.62,39.9,51.52,3
92882,12.86,28.99,41.85,1
14667,15.5,107.0,122.5,1
23381,15.12,52.9,68.02,6
58063,11.85,49.99,61.84,1
11941,14.52,49.0,63.52,1
47120,18.31,29.99,48.3,4
69033,14.7,499.9,514.6,10
56640,16.11,38.5,54.61,5
69395,22.91,90.0,112.91,1
21062,23.29,69.99,93.28,8
70894,22.77,119.5,142.27,1
3254,11.74,48.9,60.64,1
48705,15.1,9.9,25.0,1
108082,18.23,28.9,47.13,1
38214,12.76,22.99,35.75,1
13256,26.61,75.0,609.66,1
35698,19.98,299.9,319.88,8
21413,15.38,89.99,105.37,3
16962,19.32,104.9,124.22,1
9945,13.44,59.9,146.68,2
110346,11.95,106.9,118.85,2
20623,11.98,61.9,853.95,3
107741,19.04,255.0,548.08,10
101329,15.1,34.99,50.09,1
65934,17.15,199.0,864.6,10
25815,19.72,69.2,88.92,3
93541,123.02,1899.0,2022.02,8
15570,14.16,229.99,244.15,3
91702,16.79,29.5,46.29,1
61301,17.0,19.83,406.92,10
1550,33.52,176.96,210.48,2
14298,20.47,129.9,150.37,1
92840,19.04,9.9,13.73,1
32017,19.11,175.0,194.11,5
68218,15.82,54.9,141.44,6
46747,33.33,219.9,506.46,10
73090,27.99,987.0,1014.99,10
88187,18.07,194.9,212.97,1
82221,16.11,49.9,264.04,2
39667,19.21,159.0,178.21,2
112120,19.49,229.9,249.39,8
26320,7.71,15.0,136.26,1
45442,16.6,26.18,213.9,1
98438,7.78,22.5,30.28,1
8710,7.87,14.49,22.36,1
62122,16.79,31.9,97.38,1
57539,10.96,15.75,53.42,3
67485,8.82,89.9,98.72,1
2449,17.94,99.0,116.94,5
27838,14.45,102.9,117.35,2
19111,15.77,95.0,110.77,2
34570,98.53,166.0,77.99,1
20268,7.78,49.0,56.78,1
23505,10.96,23.9,33.38,1
107038,25.28,62.7,87.98,1
78761,23.08,369.99,393.07,3
94814,8.72,24.99,33.71,1
51476,31.31,94.9,126.21,2
35748,16.5,579.9,596.4,1
106872,23.0,59.8,496.8,10
86045,15.1,14.9,60.0,6
25232,23.84,149.0,172.84,1
28553,13.89,79.0,92.89,1
1008,66.63,259.99,326.62,2
74563,26.63,465.0,491.63,10
47216,17.83,82.99,100.82,1
88735,12.79,23.0,35.79,1
31203,14.1,19.99,34.09,1
26420,16.05,26.0,84.1,1
53284,29.83,224.99,254.82,5
49387,15.2,64.99,80.19,1
1441,15.28,59.99,75.27,1
42505,7.78,16.9,49.36,1
94228,97.41,999.0,1096.41,10
43344,14.88,109.9,271.64,10
85499,13.44,59.9,15.4,1
21599,15.1,19.99,35.09,1
31756,0.0,99.9,199.8,6
39975,9.12,52.9,62.02,1
89958,35.77,65.0,100.77,3
47338,19.0,69.9,207.8,3
38146,8.88,45.0,53.88,1
92480,14.1,30.0,264.6,4
63337,8.72,15.3,24.02,1
21054,14.8,69.99,84.79,4
67277,16.11,49.9,66.01,1
106285,12.18,139.9,152.08,2
98960,10.96,9.9,62.58,1
57830,16.57,115.0,131.57,1
20944,18.23,19.9,305.04,1
107814,15.47,79.0,94.47,2
32090,16.24,510.99,527.23,8
82157,14.4,299.9,314.3,6
82317,14.1,29.99,44.09,1
107296,18.23,47.59,17.59,1
78476,23.39,34.9,58.29,5
96541,20.19,99.9,120.09,10
63759,58.69,619.99,2036.04,3
76375,13.37,19.9,133.08,1
52213,27.41,10.5,37.91,1
9187,26.45,21.5,47.95,1
108945,19.45,100.0,268.9,5
101245,15.1,16.9,64.0,1
105226,8.46,43.44,51.9,1
377,30.75,129.99,321.48,2
63637,8.72,39.99,48.71,1
102345,13.97,89.9,103.87,8
8852,8.0,36.49,44.49,1
33148,13.56,129.0,142.56,3
3166,16.25,69.9,20.0,1
14753,13.37,113.0,126.37,1
43932,26.55,35.6,62.15,1
53647,18.86,139.65,158.51,8
42566,17.37,89.9,10.91,1
2047,17.88,89.9,107.78,8
93748,133.3,249.9,383.2,4
2533,14.8,89.9,104.7,4
34350,13.96,120.0,100.0,1
75154,18.45,49.9,68.35,2
8936,17.95,99.49,117.44,1
60974,13.07,69.36,82.43,1
83813,14.1,49.9,64.0,1
69637,18.3,27.9,46.2,1
54413,15.1,29.9,90.0,1
71666,24.33,219.0,243.33,3
49964,0.97,146.99,333.03,1
89685,22.61,127.99,150.6,1
3627,15.1,23.5,154.4,8
84656,42.54,36.99,79.53,1
63548,19.0,129.0,123.3,1
100799,13.01,49.99,63.0,1
52866,34.54,299.0,333.54,10
112493,23.45,44.9,221.79,4
32178,19.23,161.9,181.13,1
31418,7.78,19.99,55.54,1
67134,16.93,69.9,26.83,1
77075,15.38,39.99,110.74,8
80889,9.1,134.49,143.59,1
29180,7.87,58.0,65.87,1
95684,21.22,59.9,81.12,1
93053,23.12,45.97,69.09,3
35606,8.93,239.9,248.83,5
14043,25.09,105.0,130.09,1
99258,67.64,110.0,177.64,6
80012,7.39,49.9,57.29,2
8551,7.94,29.0,36.94,1
53481,18.56,65.0,83.56,3
56766,35.5,139.9,175.4,3
26332,29.57,157.0,277.65,6
8941,12.6,91.49,208.18,3
107836,8.55,55.0,63.55,1
39086,7.39,32.99,40.38,1
97837,19.07,169.9,188.97,1
14778,18.52,182.0,200.52,2
91278,18.13,65.0,82.38,1
62463,7.78,12.5,20.28,1
21737,14.1,23.99,38.09,1
26337,21.59,157.0,178.59,5
6598,12.87,29.9,42.77,1
30919,18.49,102.99,201.95,6
15280,16.71,119.99,221.64,3
69577,17.16,129.99,294.3,1
66147,18.23,39.5,57.73,5
99272,7.71,39.9,47.61,4
105693,15.1,23.4,38.5,2
37762,16.16,75.0,91.16,9
82570,14.11,51.4,65.51,1
67725,14.36,79.9,94.26,3
58556,15.1,23.7,38.8,1
81547,27.79,119.8,147.59,2
12804,26.41,150.0,219.82,1
30810,19.99,122.99,142.98,6
106517,16.74,139.99,156.73,2
33852,24.0,152.5,176.5,2
41489,23.31,143.8,430.04,1
92137,15.52,59.99,75.51,1
84833,19.89,99.9,119.79,3
70813,22.9,137.9,160.8,2
72596,15.86,159.0,174.86,3
20298,17.6,38.9,169.5,2
34564,98.53,166.0,37.88,1
15466,17.95,99.99,117.94,1
44154,29.11,45.9,75.01,1
27233,17.8,79.0,96.8,1
77519,11.85,16.17,28.02,2
86670,14.34,49.9,124.34,1
95824,19.8,79.9,99.7,1
91042,13.99,124.9,138.89,10
47009,13.95,119.0,132.95,5
85906,15.73,139.9,155.63,5
41362,13.37,40.55,53.92,5
17295,16.24,68.09,168.66,10
31697,8.11,110.0,118.11,5
27977,38.4,121.9,160.3,1
176,11.45,119.6,393.15,1
29816,9.8,140.9,150.7,1
44632,15.1,29.99,45.09,4
52296,20.23,148.9,169.13,1
9804,17.67,59.9,232.71,2
40444,23.38,114.9,138.28,1
16319,29.95,59.99,89.94,1
7316,15.1,17.99,33.09,1
97985,12.48,8.9,106.9,3
56647,15.56,38.5,54.06,1
99930,18.23,39.9,58.13,1
33962,2.5,75.9,304.2,1
74390,15.29,77.0,92.29,3
53844,15.31,79.9,95.21,1
38375,14.1,32.0,46.1,1
3899,15.23,44.99,120.44,3
45930,13.47,18.9,32.37,1
4420,14.31,79.9,94.21,1
53358,16.88,69.9,86.78,1
9902,17.67,49.0,133.34,13
48374,11.89,167.92,364.57,1
54954,9.86,150.0,159.86,3
80036,13.0,79.9,81.03,1
74104,12.76,180.0,192.76,2
71393,17.76,72.9,90.66,1
86387,17.06,48.9,65.96,1
91209,20.05,79.9,299.85,6
1121,19.84,159.94,359.56,5
76609,19.4,61.28,161.36,1
50685,15.1,19.9,35.0,3
94618,15.1,28.9,44.0,1
23193,4.35,28.99,114.11,2
15510,17.54,99.99,117.53,5
10949,18.18,53.9,258.41,1
46159,33.09,113.0,146.09,1
48262,49.3,979.0,1028.3,1
34974,12.54,164.9,177.44,4
22356,9.41,84.99,94.4,3
13141,9.34,38.4,95.48,1
111155,38.52,59.9,98.42,3
49319,15.25,69.99,85.24,1
5198,20.43,249.9,608.49,10
26438,54.99,69.9,124.89,1
48571,13.99,89.66,103.65,1
23754,15.1,32.9,48.0,2
38370,19.93,105.0,124.93,1
43222,25.63,23.99,99.24,4
39792,15.11,45.9,61.01,3
42651,44.77,139.0,27.11,1
81390,14.62,65.0,79.62,1
24812,45.72,179.99,225.71,1
103345,7.87,10.49,18.36,1
52518,7.64,110.32,100.0,1
83798,17.93,39.9,48.19,1
23944,15.1,22.9,38.0,3
53405,16.25,69.9,86.15,1
51355,22.93,45.9,68.83,1
30174,27.67,339.9,367.57,5
100330,16.86,59.9,76.76,1
95928,24.48,49.99,297.88,1
25535,63.45,109.99,173.44,3
103408,7.78,34.9,42.68,2
41292,13.07,59.0,144.14,1
12773,16.32,35.0,205.28,4
82727,17.8,79.08,96.88,1
47484,11.03,59.9,70.93,3
15321,17.95,99.99,117.94,2
107081,135.82,1510.0,1645.82,10
60224,27.13,84.0,111.13,10
24522,12.69,47.99,121.36,1
4496,50.85,45.0,287.55,1
73700,15.1,39.99,55.09,5
27300,10.55,29.0,57.75,2
47748,44.48,89.9,134.38,1
67001,27.45,169.9,197.35,3
57097,22.95,95.9,118.85,2
41413,24.95,139.0,301.38,1
28850,23.98,149.9,173.88,2
22374,12.93,84.99,97.92,1
46693,34.05,349.9,92.19,2
40493,13.29,135.9,149.19,5
18718,11.85,49.0,60.85,2
105895,15.1,11.6,53.4,2
40401,16.62,122.9,139.52,3
72065,29.49,79.9,109.39,5
67095,9.9,169.9,414.45,3
1447,22.74,59.99,82.73,1
48594,9.48,105.43,114.91,3
98192,14.31,79.99,94.3,1
35272,8.63,195.9,204.53,3
32540,0.0,106.9,106.9,2
70008,13.03,98.79,111.82,1
103506,24.94,295.0,319.94,6
97971,13.47,18.95,32.42,1
23605,11.3,98.9,110.2,5
7545,14.1,24.99,39.09,3
44270,35.92,303.45,339.37,1
105601,9.34,65.0,74.34,1
51637,9.21,65.0,74.21,1
95449,22.59,215.0,237.59,10
24661,13.64,88.9,205.08,3
36810,17.15,325.0,342.15,6
28168,26.53,178.9,205.43,5
30590,60.49,61.99,122.48,3
37552,29.94,75.0,314.82,1
85593,18.29,27.6,45.89,1
36393,14.52,29.99,44.51,1
13974,9.27,105.0,114.27,1
68804,16.11,47.5,63.61,1
81901,18.71,66.5,85.21,1
87341,16.04,59.0,75.04,5
56390,22.12,58.99,81.11,2
73962,16.21,209.0,204.46,10
37514,0.0,69.9,139.8,6
38412,18.42,46.0,322.1,8
31119,27.03,135.0,162.03,1
58042,15.1,38.9,54.0,1
36337,25.63,36.0,61.63,1
56061,15.1,44.9,60.0,1
6724,25.63,14.9,40.53,1
6792,47.35,99.0,146.35,2
8093,28.25,139.0,167.25,1
8115,32.1,110.0,142.1,10
48497,21.57,154.69,176.26,2
63547,19.0,129.0,24.7,1
94385,19.64,64.9,84.54,2
49844,18.72,120.0,138.72,10
45119,19.85,166.0,185.85,8
83154,15.41,43.89,59.3,1
97847,38.08,75.0,113.08,1
31008,7.39,32.0,39.39,2
34345,18.54,105.0,51.49,1
33989,44.89,149.0,387.78,1
28078,15.48,89.5,419.92,10
93363,7.43,24.0,31.43,3
84626,24.78,199.9,224.68,8
103156,18.2,135.9,154.1,1
88616,16.25,69.9,86.15,8
24141,14.06,104.99,553.88,1
85242,15.23,29.9,45.13,1
49176,17.78,44.9,62.68,1
47916,52.04,219.9,271.94,5
3222,18.15,128.89,147.04,2
102068,18.03,110.8,128.83,1
57641,19.66,66.39,86.05,1
19527,12.12,89.0,101.12,5
59645,18.27,24.89,43.16,1
19310,10.96,21.0,31.96,3
25145,77.6,139.99,15.75,1
24948,45.3,120.0,165.3,3
43505,13.5,26.69,40.19,1
93211,12.28,79.0,91.28,3
67034,17.7,64.9,82.6,3
27271,18.51,59.0,77.51,2
95189,15.23,19.95,35.18,1
56944,13.44,59.9,73.34,1
41953,18.02,126.8,144.82,1
12174,17.29,148.0,165.29,3
47921,20.87,59.9,80.77,2
26116,24.84,42.99,67.83,1
68113,8.72,49.0,57.72,1
9341,7.78,19.9,27.68,2
23367,9.09,52.9,61.99,1
50399,13.71,50.0,63.71,1
88639,34.27,129.9,164.17,4
21624,7.78,23.99,31.77,1
106591,27.76,958.0,985.76,5
93274,18.89,145.0,163.89,1
48031,50.0,129.9,90.98,1
23346,15.15,56.9,72.05,1
64139,26.1,180.0,206.1,4
100517,14.52,9.9,24.42,1
93849,13.19,127.26,140.45,3
10102,17.67,59.9,155.14,3
62882,9.36,96.99,291.47,3
82568,25.64,51.4,77.04,1
58167,9.17,59.99,69.16,1
54952,16.53,109.99,67.72,1
95688,27.25,99.9,100.0,1
111560,13.37,19.9,133.08,3
100343,8.88,38.99,47.87,1
56877,18.46,119.9,138.36,1
5671,15.1,29.9,90.0,1
71660,14.56,140.0,154.56,2
35174,13.18,239.9,253.08,10
46786,12.83,117.9,261.46,8
86786,27.4,154.0,181.4,4
63543,18.59,549.0,257.51,1
76336,15.1,44.99,60.09,1
63750,43.31,85.0,128.31,1
97813,20.1,129.9,150.0,2
95963,19.32,39.5,58.82,1
8134,23.8,110.0,267.6,1
108005,16.6,119.9,136.5,10
95226,16.41,137.94,154.35,1
63963,23.38,120.0,286.76,8
49486,140.91,389.99,530.9,7
85246,7.78,19.9,55.36,1
67284,17.92,49.9,135.64,4
17524,11.74,44.55,56.29,2
61325,17.88,89.9,102.94,1
74008,30.34,609.0,639.34,6
89995,35.77,65.0,100.77,4
73089,33.83,1106.99,1140.82,1
73023,26.21,139.9,166.11,8
21822,8.72,56.99,65.71,1
47033,13.55,29.9,173.8,1
82237,17.48,49.9,404.28,1
10064,13.4,53.9,67.3,6
14724,18.29,149.0,167.29,4
71482,23.22,59.9,83.12,1
83868,14.1,39.9,54.0,5
2289,33.82,48.0,47.86,1
54876,15.1,639.99,655.09,10
16409,18.21,89.99,108.2,2
73756,14.1,25.99,5.38,1
36096,2.83,39.9,256.4,3
63249,14.13,59.9,74.03,2
59952,23.0,59.9,82.9,2
105869,10.96,14.99,103.8,1
21538,18.27,23.99,42.26,1
69773,8.81,99.49,108.3,10
90195,20.21,189.9,210.11,1
82686,9.94,38.25,48.19,1
95523,15.23,39.0,54.23,1
64292,15.04,205.0,220.04,10
38091,11.37,50.0,122.74,1
70862,14.17,149.9,492.21,5
10045,17.67,59.9,155.14,5
41233,16.6,35.99,105.18,2
31762,0.0,99.9,99.9,3
66237,25.63,30.0,121.25,8
69411,12.48,16.99,29.47,1
31072,9.44,90.0,198.88,2
26267,24.84,49.9,74.74,1
95560,15.88,109.9,125.78,1
67800,20.68,85.9,106.58,10
30813,62.87,119.99,182.86,5
11362,17.67,59.9,32.06,1
100870,7.39,11.9,19.29,1
88642,17.6,30.0,47.6,1
93086,23.1,42.97,66.07,1
109999,13.83,49.99,63.82,4
70012,16.35,83.99,100.34,4
74871,7.57,100.0,107.57,1
31292,7.78,25.0,32.78,1
33356,12.9,199.98,212.88,5
88970,8.47,69.0,77.47,1
79076,7.74,67.9,75.64,1
6945,7.78,29.99,37.77,3
966,14.55,79.99,189.08,8
54328,26.85,79.0,105.85,4
28771,53.4,149.9,203.3,2
26748,15.56,48.9,64.46,1
25867,15.32,79.9,95.22,9
85776,22.93,29.99,52.92,1
25686,9.09,34.99,44.08,3
21156,18.26,53.99,72.25,7
55722,8.93,24.99,33.92,1
74226,15.23,69.0,84.23,3
30764,52.93,114.99,167.92,1
68767,43.86,443.0,486.86,6
37831,19.98,69.9,89.88,1
76156,16.79,40.0,56.79,4
16098,15.11,21.99,37.1,1
109921,9.34,16.9,26.24,2
99103,21.17,899.0,920.17,8
11216,17.67,59.9,77.57,1
42038,56.9,59.9,40.41,4
82965,19.91,289.98,309.89,8
85189,34.04,109.97,1440.1,24
35190,16.19,348.8,364.99,1
94907,16.79,28.9,45.69,1
60150,16.95,99.9,116.85,1
22175,11.9,56.99,68.89,1
100674,14.17,59.9,370.35,1
85646,4.52,29.99,134.57,1
96133,10.96,14.9,25.86,2
76219,25.63,44.99,70.62,1
45892,13.47,18.9,32.37,1
47332,13.31,119.9,133.21,2
112166,50.94,31.0,162.87,5
96209,15.1,12.88,55.96,1
74259,15.1,22.0,37.1,3
39754,67.4,312.89,380.29,12
102230,7.0,39.9,82.91,6
35551,19.06,168.9,187.96,9
98565,16.5,75.99,92.49,4
72030,19.94,99.99,119.93,5
62783,11.46,26.5,92.13,8
43580,16.16,56.99,73.15,1
89732,12.79,45.9,117.38,1
34899,8.72,49.9,175.86,3
62045,14.52,20.9,35.42,1
14154,27.31,290.0,317.31,4
96483,17.42,139.9,157.32,3
53135,15.1,19.99,70.18,3
10855,13.37,49.9,63.27,1
48096,51.9,199.9,251.8,8
26180,16.79,34.9,51.69,1
82918,16.48,390.19,52.2,1
61994,17.09,22.32,39.41,3
64494,31.98,349.9,381.88,3
98086,16.08,190.0,206.08,4
40811,20.36,13.5,209.82,1
65769,8.3,79.79,88.09,3
24880,45.71,179.0,224.71,4
91958,25.69,59.0,84.69,1
72450,8.72,79.9,88.62,1
77478,25.63,49.9,75.53,5
70006,16.35,83.99,100.34,3
58921,15.23,14.6,29.83,1
16879,11.74,39.9,51.64,5
22512,15.51,58.99,74.5,1
15671,19.45,89.99,109.44,2
68810,64.05,1054.0,1118.05,10
41105,12.55,39.0,51.55,1
110310,13.75,69.9,10.88,1
15039,7.12,141.0,225.6,10
110371,25.7,150.0,175.7,1
98250,25.42,529.9,555.32,8
85699,31.02,29.99,61.01,1
18054,14.11,107.6,121.71,2
29982,19.78,169.9,189.68,5
43703,312.41,760.0,1072.41,5
59208,12.79,13.65,26.44,1
78855,19.87,89.99,109.86,1
2999,11.27,93.9,105.17,1
49747,17.26,33.0,50.26,1
1390,46.22,252.0,298.22,5
29244,7.87,11.0,18.87,1
60725,18.0,15.32,33.32,1
29869,9.26,63.0,72.26,1
25718,18.52,59.99,78.51,1
39858,17.85,47.9,141.5,5
9149,18.47,84.99,103.46,2
47264,13.63,87.5,101.13,1
44097,18.65,110.6,129.25,1
4205,22.06,14.99,12.82,1
66683,16.93,69.68,86.61,2
44913,11.85,26.9,38.75,3
44283,22.59,125.25,147.84,1
2238,25.91,89.9,231.62,1
32285,17.97,151.9,169.87,3
68016,20.85,110.0,130.85,1
86823,25.16,114.99,140.15,3
110971,24.06,249.0,273.06,1
7401,18.28,24.99,43.27,1
87770,23.16,119.99,286.3,3
14277,32.94,69.9,102.84,6
67723,42.59,79.9,122.49,3
71497,23.25,53.6,76.85,2
9342,14.1,24.99,39.09,3
35322,23.11,168.9,192.01,3
87661,16.6,31.18,47.78,1
38053,13.95,85.0,98.95,1
80744,14.55,56.0,70.55,3
69995,9.94,29.93,39.87,1
24705,13.81,99.0,112.81,1
26652,17.8,79.0,96.8,1
103523,15.23,19.5,34.73,1
13098,22.67,38.4,61.07,1
72504,59.77,189.9,249.67,1
75463,22.46,107.7,260.32,8
57159,14.44,119.9,134.34,1
7125,21.15,29.99,51.14,1
99730,13.07,104.9,117.97,1
2527,23.36,79.9,103.26,5
47661,16.4,99.9,116.3,1
38483,26.78,100.0,126.78,6
90243,15.59,119.9,135.49,1
104401,28.01,1680.0,13664.08,1
2086,25.12,89.9,40.11,1
90609,11.88,54.9,66.78,1
8939,17.89,91.49,109.38,1
47086,15.75,142.5,158.25,5
108473,15.87,61.9,77.77,1
6729,18.58,329.9,348.48,1
481,51.82,136.99,188.81,1
21748,11.85,23.99,35.84,1
9410,22.6,105.0,127.6,6
35039,12.79,47.65,60.44,2
65732,10.12,100.0,2202.4,1
22682,37.96,58.99,96.95,1
3904,7.39,44.99,104.76,1
34598,34.58,149.0,183.58,6
87705,12.75,177.99,190.74,3
99317,29.55,39.9,69.45,1
103832,60.92,219.0,279.92,5
88089,3.6,59.0,313.0,2
55893,15.1,19.99,35.09,1
80085,15.24,19.9,35.14,1
98265,25.78,549.9,575.68,2
6835,50.97,129.0,1619.73,10
93365,19.4,29.3,48.7,1
45495,57.58,137.5,838.97,1
6096,9.09,24.9,33.99,2
18905,15.1,49.0,64.1,1
36574,16.79,19.99,36.78,3
85139,45.26,114.97,160.23,1
26911,12.69,48.9,61.59,6
110015,18.9,114.0,132.9,1
106723,23.55,139.05,62.6,2
95168,8.29,19.95,28.24,1
7836,11.85,17.99,29.84,1
42575,18.0,209.9,8.35,1
79276,19.35,53.9,73.25,1
108924,7.49,89.99,194.96,1
87529,12.23,49.0,61.23,1
22782,8.29,59.99,68.28,6
102342,14.99,98.6,113.59,4
44117,25.63,26.15,51.78,1
29748,22.14,29.9,52.04,1
102615,11.76,79.9,91.66,2
59410,18.23,9.5,27.73,1
99829,25.14,112.99,138.13,10
111707,53.47,3549.0,3602.47,1
632,37.59,169.99,207.58,4
7294,21.15,27.99,49.14,1
70786,8.15,57.9,66.05,1
18880,10.0,29.0,244.0,4
7727,14.1,44.99,59.09,2
73073,20.5,59.9,80.4,1
64804,27.35,149.9,177.25,7
103202,9.54,21.0,30.54,1
67859,11.85,49.28,21.21,1
79696,15.47,79.9,95.37,1
42695,13.75,55.0,68.75,3
7705,15.23,27.99,43.22,1
54308,18.63,79.0,97.63,1
7777,7.78,27.99,35.77,1
81262,7.39,13.5,20.89,1
70473,13.57,63.9,77.47,2
33140,22.83,129.0,151.83,10
578,16.66,136.99,307.3,9
97051,64.06,99.0,163.06,1
95779,14.49,56.7,71.19,2
110323,11.85,48.4,60.25,1
71742,38.22,120.9,159.12,3
86502,23.43,229.8,253.23,7
43545,15.1,47.9,63.0,1
33210,14.04,229.0,243.04,1
70580,20.44,209.9,230.34,1
82177,16.11,49.9,66.01,1
106329,12.69,34.99,95.36,1
36711,17.78,18.99,36.77,1
47723,20.59,199.9,220.49,2
61887,16.5,25.52,73.4,1
85862,16.01,180.0,196.01,1
84058,7.87,27.9,35.77,1
50573,11.42,56.9,68.32,1
36013,11.85,25.9,37.75,1
75649,9.34,21.2,61.08,1
98950,21.39,128.7,150.09,1
71769,36.02,99.9,135.92,12
92928,7.46,29.15,73.22,1
63283,8.56,58.9,134.92,4
93934,16.41,299.99,316.4,3
93771,24.13,258.3,282.43,1
77859,14.1,7.78,21.88,1
78307,18.26,144.95,979.26,1
109990,14.52,24.57,20.0,1
66497,12.58,64.99,77.57,7
110619,12.69,14.9,27.59,1
27895,8.73,102.9,21.11,1
87944,9.0,144.9,307.8,10
29789,15.23,19.9,35.13,1
49090,24.14,738.0,462.14,8
68420,12.54,58.2,141.48,3
53946,16.79,39.9,56.69,1
108915,11.85,19.9,31.75,3
79502,45.58,159.99,205.57,3
84484,16.56,84.9,101.46,5
45218,16.12,176.5,192.62,8
92790,7.78,27.9,35.68,1
59160,14.1,13.65,27.75,1
81164,33.51,525.0,558.51,10
70764,13.69,50.2,63.89,1
69850,9.61,149.99,159.6,3
28023,19.82,82.9,0.39,1
21785,11.9,56.99,68.89,3
26322,7.71,15.0,136.26,1
88943,42.76,42.9,85.66,2
75996,14.52,14.99,29.51,2
48236,26.99,1199.0,1225.99,9
21350,12.13,89.99,102.12,1
103487,8.27,35.99,44.26,4
5211,21.97,149.9,171.87,2
12250,15.65,49.0,64.65,1
60066,11.85,34.9,46.75,4
14701,15.5,107.0,122.5,2
56828,16.98,179.99,196.97,10
101656,245.75,639.0,884.75,1
97181,15.23,24.33,39.56,1
26766,20.14,129.0,149.14,2
26072,18.98,54.99,112.66,1
41599,23.29,139.0,162.29,5
75219,87.77,169.0,256.77,10
62810,26.96,99.9,126.86,2
24012,7.71,12.9,41.22,1
99349,17.37,199.99,67.36,1
44272,11.85,36.75,48.6,1
57023,19.64,64.9,84.54,1
111828,102.46,949.9,1052.36,10
87738,36.37,149.99,186.36,5
81041,15.13,54.49,69.62,5
13711,15.1,38.4,160.5,10
12091,15.1,49.0,64.1,1
43834,7.78,44.0,51.78,2
53894,15.45,99.9,115.35,1
30196,23.85,430.0,453.85,1
99974,20.26,110.0,130.26,1
94339,19.4,29.9,49.3,1
16801,11.81,59.9,71.71,1
62803,19.76,73.76,93.52,3
46934,15.92,116.9,132.82,2
81611,34.42,88.9,123.32,4
71771,16.86,59.9,76.76,1
90826,7.03,109.9,107.31,5
81935,23.15,118.9,142.05,4
100162,129.84,217.85,998.49,1
71513,16.94,99.0,115.94,10
91183,18.34,85.9,81.01,4
36829,15.98,330.0,345.98,3
84855,15.1,49.9,65.0,3
75100,14.1,49.9,64.0,1
106244,9.98,254.9,264.88,3
108876,17.95,215.0,232.95,10
37635,16.18,69.9,86.08,1
14107,18.94,120.0,138.94,1
75215,25.6,185.0,210.6,4
106604,31.7,149.9,181.6,8
57195,13.42,108.9,122.32,1
109916,15.59,119.9,135.49,7
69658,18.23,24.9,43.13,1
4372,18.54,69.9,198.88,1
101620,50.77,129.0,359.54,7
99487,16.79,44.0,60.79,1
22103,11.9,56.99,68.89,1
46042,15.1,19.9,35.0,1
97552,14.98,95.0,109.98,1
99327,11.5,34.0,45.5,1
102083,21.52,147.14,168.66,2
43029,18.23,39.99,58.22,2
5046,27.37,184.9,212.27,4
76570,50.97,35.9,86.87,1
61461,13.69,49.9,63.59,6
30142,17.16,59.9,154.12,4
22886,7.94,96.99,104.93,1
69012,12.83,69.99,165.64,3
61798,14.52,27.9,42.42,1
64087,22.27,205.0,30.31,1
111876,12.9,33.9,280.8,10
15217,7.81,79.9,87.71,1
55089,16.6,39.0,55.6,4
34847,16.6,39.9,14.41,1
42640,117.35,629.9,747.25,10
58782,14.1,13.65,27.75,1
111216,12.86,19.0,84.63,1
42686,22.93,39.9,62.83,1
13951,15.52,108.0,247.04,1
108036,34.15,22.37,56.52,5
68175,11.85,49.9,61.75,6
20485,15.1,24.9,40.0,1
97386,17.92,18.0,35.92,3
53667,19.3,649.65,668.95,4
95090,17.16,130.0,147.16,1
5223,14.08,149.9,163.98,1
88041,16.17,59.0,150.34,3
66074,18.57,99.0,117.57,3
2262,15.38,89.9,105.28,3
